"","year","unitid","sex","ftpt","number_applied","number_admitted","number_enrolled","student_faculty_ratio","institution_level","subcohort","class_level","fed_aid_type","adj_cohort","completers_150pct","completion_rate_150pct","pell_adj_cohort","pell_6yr","total_adj_cohort","total_6yr"
"6226",2015,451954,"Total","Full-time",NA,NA,10,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6227",2015,451963,"Total","Full-time",NA,NA,43,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6228",2015,451972,"Total","Full-time",NA,NA,26,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6229",2015,451981,"Total","Full-time",NA,NA,25,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6230",2015,451990,"Total","Full-time",NA,NA,52,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6231",2015,452009,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",19,16,0,9,9,19,16
"6232",2015,452018,"Total","Full-time",NA,NA,NA,6,"Four or more years","Total","First-time","Total",136,28,0,109,21,136,28
"6233",2015,452027,"Total","Full-time",NA,NA,NA,24,"Four or more years","Total","First-time","Total",146,31,0,104,19,146,31
"6234",2015,452036,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",211,138,0,135,81,211,138
"6235",2015,452045,"Total","Full-time",NA,NA,NA,30,"Less than four years","Total","First-time","Total",234,125,0,139,62,234,125
"6236",2015,452054,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",231,110,0,118,46,231,110
"6237",2015,452063,"Total","Full-time",NA,NA,NA,39,"Less than four years","Total","First-time","Total",363,168,0,242,102,363,168
"6238",2015,452072,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",100,85,0,83,68,100,85
"6239",2015,452081,"Total","Full-time",NA,NA,NA,23,"Less than four years","Total","First-time","Total",269,160,0,245,140,269,160
"6240",2015,452090,"Total","Full-time",NA,NA,NA,8,"Four or more years","Total","First-time","Total",7,1,0,7,1,7,1
"6241",2015,452106,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",28,21,0,26,20,28,21
"6242",2015,452115,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",261,103,0,238,94,261,103
"6243",2015,452124,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",128,71,0,117,66,128,71
"6244",2015,452373,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",42,36,0,38,32,42,36
"6245",2015,452540,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6246",2015,452771,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6247",2015,452780,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6248",2015,452887,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",37,35,0,0,0,37,35
"6249",2015,452948,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",58,25,0,41,22,58,25
"6250",2015,452984,"Total","Full-time",NA,NA,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6251",2015,453109,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",147,70,0,104,35,147,70
"6252",2015,453163,"Total","Full-time",NA,NA,NA,27,"Four or more years","Total","First-time","Total",4,0,0,0,0,4,0
"6253",2015,453215,"Total","Full-time",NA,NA,NA,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6254",2015,453297,"Total","Full-time",NA,NA,3,8,"Less than four years","Total","First-time","Total",5,3,0,0,0,5,3
"6255",2015,453455,"Total","Full-time",NA,NA,NA,6,"Less than four years","Total","First-time","Total",4,1,0,4,1,4,1
"6256",2015,453464,"Total","Full-time",NA,NA,NA,5,"Less than four years","Total","First-time","Total",15,3,0,15,3,15,3
"6257",2015,453473,"Total","Full-time",NA,NA,NA,5,"Less than four years","Total","First-time","Total",12,2,0,12,2,12,2
"6258",2015,453482,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6259",2015,453552,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",152,93,0,103,68,152,93
"6260",2015,453570,"Total","Full-time",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6261",2015,453747,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",36,27,0,32,23,36,27
"6262",2015,453756,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",65,32,0,24,24,65,32
"6263",2015,453792,"Total","Full-time",NA,NA,NA,27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6264",2015,453817,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",129,90,0,85,58,129,90
"6265",2015,454078,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6266",2015,454175,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6267",2015,454184,"Total","Full-time",NA,NA,149,15,"Four or more years","Total","First-time","Total",155,82,0,73,37,155,82
"6268",2015,454218,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6269",2015,454227,"Total","Full-time",NA,NA,15,22,"Four or more years","Total","First-time","Total",18,8,0,10,4,18,8
"6270",2015,454236,"Total","Full-time",NA,NA,23,10,"Four or more years","Total","First-time","Total",20,6,0,14,3,20,6
"6271",2015,454245,"Total","Full-time",NA,NA,4,12,"Four or more years","Total","First-time","Total",2,2,1,2,2,2,2
"6272",2015,454306,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",118,75,0,107,69,118,75
"6273",2015,454315,"Total","Full-time",NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6274",2015,454324,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6275",2015,454333,"Total","Full-time",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6276",2015,454342,"Total","Full-time",NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6277",2015,454351,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6278",2015,454360,"Total","Full-time",NA,NA,NA,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6279",2015,454379,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6280",2015,454388,"Total","Full-time",NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6281",2015,454397,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6282",2015,454458,"Total","Full-time",NA,NA,NA,26,"Less than four years","Total","First-time","Total",66,44,0,44,44,66,44
"6283",2015,454467,"Total","Full-time",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6284",2015,454476,"Total","Full-time",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6285",2015,454485,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6286",2015,454494,"Total","Full-time",NA,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6287",2015,454500,"Total","Full-time",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6288",2015,454519,"Total","Full-time",NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6289",2015,454528,"Total","Full-time",NA,NA,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6290",2015,454537,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",49,36,0,25,20,49,36
"6291",2015,454546,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",106,36,0,83,29,106,36
"6292",2015,454555,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",140,68,0,114,52,140,68
"6293",2015,454573,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",207,70,0,174,62,207,70
"6294",2015,454582,"Total","Full-time",NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6295",2015,454591,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",23,10,0,19,9,23,10
"6296",2015,454607,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",39,30,0,28,21,39,30
"6297",2015,454616,"Total","Full-time",NA,NA,NA,11,"Four or more years","Total","First-time","Total",99,53,0,38,19,99,53
"6298",2015,454625,"Total","Full-time",NA,NA,NA,6,"Less than four years","Total","First-time","Total",225,103,0,198,90,225,103
"6299",2015,454652,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",31,19,0,20,12,31,19
"6300",2015,454689,"Total","Full-time",NA,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6301",2015,454698,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",229,205,0,219,195,229,205
"6302",2015,454704,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6303",2015,454722,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",13,11,0,8,7,13,11
"6304",2015,454740,"Total","Full-time",NA,NA,NA,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6305",2015,454759,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6306",2015,454768,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",50,30,0,42,25,50,30
"6307",2015,454777,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",30,23,0,19,12,30,23
"6308",2015,454786,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",176,144,0,159,129,176,144
"6309",2015,454795,"Total","Full-time",NA,NA,NA,32,"Less than four years","Total","First-time","Total",29,21,0,19,13,29,21
"6310",2015,454801,"Total","Full-time",NA,NA,NA,23,"Less than four years","Total","First-time","Total",20,15,0,19,15,20,15
"6311",2015,454810,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",359,260,0,204,143,359,260
"6312",2015,454829,"Total","Full-time",NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6313",2015,454838,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6314",2015,454847,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",49,42,0,13,13,49,42
"6315",2015,454856,"Total","Full-time",NA,NA,NA,16,"Four or more years","Total","First-time","Total",4,3,0,3,2,4,3
"6316",2015,454865,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",46,41,0,23,23,46,41
"6317",2015,454874,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",34,22,0,29,17,34,22
"6318",2015,454883,"Total","Full-time",NA,NA,NA,25,"Less than four years","Total","First-time","Total",175,96,0,165,92,175,96
"6319",2015,454892,"Total","Full-time",NA,NA,NA,6,"Less than four years","Total","First-time","Total",30,27,0,23,23,30,27
"6320",2015,454908,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",64,34,0,27,27,64,34
"6321",2015,454917,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",41,35,0,35,29,41,35
"6322",2015,454926,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",85,51,0,56,34,85,51
"6323",2015,454935,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",46,40,0,41,38,46,40
"6324",2015,454944,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",27,20,0,20,15,27,20
"6325",2015,454953,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",5,4,0,3,2,5,4
"6326",2015,454962,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",11,11,1,4,4,11,11
"6327",2015,454971,"Total","Full-time",NA,NA,NA,14,"Less than four years","Total","First-time","Total",48,38,0,41,32,48,38
"6328",2015,454980,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",23,17,0,18,12,23,17
"6329",2015,454999,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",36,20,0,30,15,36,20
"6330",2015,455008,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",44,28,0,36,21,44,28
"6331",2015,455017,"Total","Full-time",NA,NA,NA,5,"Less than four years","Total","First-time","Total",9,7,0,4,4,9,7
"6332",2015,455026,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",40,30,0,9,9,40,30
"6333",2015,455035,"Total","Full-time",NA,NA,NA,2,"Less than four years","Total","First-time","Total",60,50,0,0,0,60,50
"6334",2015,455053,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",16,10,0,12,8,16,10
"6335",2015,455062,"Total","Full-time",NA,NA,NA,20,"Less than four years","Total","First-time","Total",10,5,0,4,0,10,5
"6336",2015,455071,"Total","Full-time",NA,NA,NA,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6337",2015,455080,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",39,32,0,27,24,39,32
"6338",2015,455099,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6339",2015,455105,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",14,11,0,6,4,14,11
"6340",2015,455114,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",829,107,0,564,66,829,107
"6341",2015,455141,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",68,50,0,35,26,68,50
"6342",2015,455169,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6343",2015,455178,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6344",2015,455187,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",80,78,0,80,78,80,78
"6345",2015,455196,"Total","Full-time",NA,NA,90,15,"Less than four years","Total","First-time","Total",380,147,0,301,112,380,147
"6346",2015,455202,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",58,45,0,17,13,58,45
"6347",2015,455211,"Total","Full-time",NA,NA,152,9,"Less than four years","Total","First-time","Total",51,42,0,48,42,51,42
"6348",2015,455220,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",49,19,0,46,18,49,19
"6349",2015,455239,"Total","Full-time",NA,NA,NA,4,"Less than four years","Total","First-time","Total",38,25,0,27,15,38,25
"6350",2015,455248,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6351",2015,455257,"Total","Full-time",NA,NA,86,30,"Four or more years","Total","First-time","Total",52,30,0,50,29,52,30
"6352",2015,455275,"Total","Full-time",NA,NA,NA,17,"Less than four years","Total","First-time","Total",96,61,0,70,42,96,61
"6353",2015,455284,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",79,48,0,53,31,79,48
"6354",2015,455293,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6355",2015,455327,"Total","Full-time",NA,NA,NA,18,"Less than four years","Total","First-time","Total",19,16,0,15,15,19,16
"6356",2015,455336,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",185,113,0,180,111,185,113
"6357",2015,455345,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",14,9,0,13,8,14,9
"6358",2015,455354,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",118,75,0,73,44,118,75
"6359",2015,455372,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6360",2015,455381,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",9,9,1,4,4,9,9
"6361",2015,455390,"Total","Full-time",NA,NA,4,12,"Four or more years","Total","First-time","Total",23,12,0,6,4,23,12
"6362",2015,455406,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6363",2015,455424,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6364",2015,455433,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6365",2015,455460,"Total","Full-time",NA,NA,NA,37,"Less than four years","Total","First-time","Total",52,31,0,50,30,52,31
"6366",2015,455479,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",147,65,0,130,58,147,65
"6367",2015,455488,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",209,80,0,194,73,209,80
"6368",2015,455512,"Total","Full-time",NA,NA,NA,24,"Less than four years","Total","First-time","Total",193,36,0,124,20,193,36
"6369",2015,455549,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",19,8,0,18,7,19,8
"6370",2015,455558,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",68,34,0,63,32,68,34
"6371",2015,455567,"Total","Full-time",NA,NA,NA,27,"Less than four years","Total","First-time","Total",200,119,0,165,90,200,119
"6372",2015,455585,"Total","Full-time",NA,NA,NA,9,"Four or more years","Total","First-time","Total",23,4,0,17,3,23,4
"6373",2015,455600,"Total","Full-time",NA,NA,NA,7,"Four or more years","Total","First-time","Total",182,49,0,143,35,182,49
"6374",2015,455619,"Total","Full-time",NA,NA,NA,8,"Four or more years","Total","First-time","Total",81,24,0,66,22,81,24
"6375",2015,455628,"Total","Full-time",NA,NA,NA,21,"Less than four years","Total","First-time","Total",170,72,0,167,70,170,72
"6376",2015,455655,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",131,43,0,109,35,131,43
"6377",2015,455664,"Total","Full-time",NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6378",2015,455673,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6379",2015,455682,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6380",2015,455707,"Total","Full-time",NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6381",2015,455716,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",292,130,0,249,115,292,130
"6382",2015,455725,"Total","Full-time",NA,NA,NA,9,"Less than four years","Total","First-time","Total",214,148,0,176,119,214,148
"6383",2015,455734,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",204,176,0,176,153,204,176
"6384",2015,455752,"Total","Full-time",NA,NA,NA,19,"Less than four years","Total","First-time","Total",38,28,0,26,24,38,28
"6385",2015,455761,"Total","Full-time",NA,NA,NA,30,"Less than four years","Total","First-time","Total",86,52,0,61,35,86,52
"6386",2015,455770,"Total","Full-time",NA,NA,55,14,"Four or more years","Total","First-time","Total",18,10,0,6,6,18,10
"6387",2015,455798,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",27,20,0,22,16,27,20
"6388",2015,455804,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6389",2015,455813,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6390",2015,455831,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",96,95,0,90,90,96,95
"6391",2015,455840,"Total","Full-time",NA,NA,NA,8,"Less than four years","Total","First-time","Total",156,111,0,151,109,156,111
"6392",2015,455859,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",80,68,0,58,50,80,68
"6393",2015,455868,"Total","Full-time",NA,NA,NA,22,"Less than four years","Total","First-time","Total",88,69,0,83,64,88,69
"6394",2015,455877,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",63,45,0,34,21,63,45
"6395",2015,455886,"Total","Full-time",NA,NA,NA,11,"Less than four years","Total","First-time","Total",23,18,0,18,15,23,18
"6396",2015,455895,"Total","Full-time",NA,NA,NA,16,"Less than four years","Total","First-time","Total",31,21,0,23,13,31,21
"6397",2015,455901,"Total","Full-time",NA,NA,NA,12,"Less than four years","Total","First-time","Total",99,93,0,55,51,99,93
"6398",2015,455910,"Total","Full-time",NA,NA,NA,4,"Less than four years","Total","First-time","Total",42,37,0,28,27,42,37
"6399",2015,455929,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",4,3,0,3,3,4,3
"6400",2015,455938,"Total","Full-time",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6401",2015,455947,"Total","Full-time",NA,NA,NA,13,"Less than four years","Total","First-time","Total",69,56,0,31,22,69,56
"6402",2015,455956,"Total","Full-time",NA,NA,NA,42,"Less than four years","Total","First-time","Total",200,167,0,200,167,200,167
"6403",2015,455965,"Total","Full-time",NA,NA,NA,10,"Less than four years","Total","First-time","Total",93,71,0,68,48,93,71
"6404",2015,455974,"Total","Full-time",NA,NA,NA,15,"Less than four years","Total","First-time","Total",101,70,0,80,50,101,70
